ticker,previousClose,regularMarketOpen,bid,ask,dayLow,dayHigh,52WeekLow,52WeekHigh,volume,averageVolume,marketCap,beta,trailingPE,forwardPE,dividendYield,exDividendDate,payoutRatio,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,averageDailyVolume10Day,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekLow,fiftyTwoWeekHigh,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,trailingAnnualEps,epsTrailingTwelveMonths,epsForward,sharesOutstanding,floatShares,sharesShort,sharesShortPriorMonth,shortRatio,shortPercentOutstanding,shortPercentFloat,percentInsiders,percentInstitutions,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastCapGain,annualHoldingsTurnover,enterpriseValue,priceToSalesTrailing12Months,priceToBook,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,beta,enterpriseValue,priceHint,trailingAnnualDividendRate,trailingAnnualDividendYield,fiveYearAvgDividendYield,dividendRate,annualDividendRate,dividendYield,financialCurrency
TILE,16.17,16.25,16.09,16.14,15.98,16.27,,,481756.0,488822.0,938291520.0,1.997,15.950496,12.022388,0.0025,1717113600.0,0.0396,0.04,0.0024737166,0.93,0.04,,0.0025,16.012,12.5197,0.04,0.0024737166,395470.0,,,,,,,7.08,18.47,,,,,,,58242800.0,56581165.0,1015937.0,953384.0,2.01,,,,,1.34,0.43,2:1,897955200.0,1.063,8.264,,,,,,1334345088.0,0.7473753,2.1906445,1711843200.0,59269000.0,1.01,1.34,1.997,1334345088.0,2.0,0.04,0.0024737166,0.93,0.04,,0.0025,USD
TIPT,17.22,17.65,17.44,17.5,17.27,17.65,,,131267.0,94738.0,643007040.0,1.226,30.137932,,0.0137,1715904000.0,0.3621,0.21,0.012195122,1.77,0.24,,0.0137,16.7312,17.26075,0.21,0.012195122,81290.0,,,,,,,13.36,20.8,,,,,,,36785300.0,21511311.0,219074.0,193617.0,2.42,,,,,,,3:2,1284422400.0,0.463,5.051,,,,,,817025152.0,0.36418056,1.5136819,1711843200.0,23890000.0,0.58,,1.226,817025152.0,2.0,0.21,0.012195122,1.77,0.24,,0.0137,USD
TIRX,2.92,2.87,,,2.5901,2.89,,,211341.0,551644.0,6025214.0,0.879,,,,,,,,,,,,2.6887,3.757875,,,1649650.0,,,,,,,2.005,11.425,,,,,,,2267390.0,567166.0,29907.0,2618.0,0.04,,,,,,,,,-30.166,11.371,,,,,,-34120944.0,5.326754,0.049288165,1682812800.0,-2666703.0,-4.45,,0.879,-34120944.0,4.0,,,,,,,USD
TITN,18.42,18.52,18.79,18.87,18.395,18.89,,,219596.0,238479.0,429451680.0,1.415,4.53494,7.5887094,,,,,,,,,,22.809,25.6106,,,516090.0,,,,,,,17.64,34.99,,,,,,,22818900.0,20137411.0,465943.0,508749.0,3.02,,,,,2.48,0.32,,,0.565,8.492,,,,,,1591571712.0,0.15242204,0.6403756,1714435200.0,93398000.0,4.15,2.48,1.415,1591571712.0,2.0,,,,,,,USD
TIVC,0.411,0.4175,0.3989,0.4158,0.4,0.4234,,,85186.0,663779.0,2546402.0,2.829,,-0.017158333,,,,,,,,,,0.93616,1.60933,,,309900.0,,,,,,,0.349,21.8,,,,,,,6183590.0,5975081.0,113051.0,60657.0,0.07,,,,,-24.0,,,,1.058,-0.158,,,,,,1199403.0,2.2455044,0.28186175,1711843200.0,-7609000.0,-0.89,-24.0,2.829,1199403.0,4.0,,,,,,,USD
TKLF,0.253,0.23,0.24,0.2492,0.228,0.2594,,,1018856.0,2108176.0,10432611.0,-0.155,,,,,,,,,,,,0.23772,0.594435,,,11983790.0,,,,,,,0.2,1.47,,,,,,,42220200.0,14332546.0,431303.0,252468.0,1.82,,,,,,,,,0.453,-12.746,,,,,,75395144.0,0.06274389,0.32049286,1696032000.0,-6422060.0,-0.18,,-0.155,75395144.0,4.0,,,,,,,USD
TKNO,1.84,1.76,1.29,2.31,1.76,1.76,,,2727.0,10901.0,71849184.0,0.392,,-2.983051,,,,,,,,,,2.08288,2.51352,,,8350.0,,,,,,,1.66,4.27,,,,,,,40823400.0,10205439.0,35096.0,47491.0,3.45,,,,,-0.59,,,,2.215,-3.477,,,,,,81613160.0,1.9496156,0.8619001,1711843200.0,-36060000.0,-1.05,-0.59,0.392,81613160.0,4.0,,,,,,,USD
TLF,4.73,4.74,,,4.74,4.74,,,1587.0,5030.0,39825336.0,0.824,11.023255,8.172414,,1404259200.0,,,,,,,,4.692,4.4439,,,4860.0,,,,,,,3.9,5.01,,,,,,,8401970.0,4155363.0,13258.0,1953.0,1.8,,,,,0.58,,,,0.498,7.048,,,,,,37447348.0,0.5299869,0.6958309,1711843200.0,3629000.0,0.43,0.58,0.824,37447348.0,4.0,,,,,,,USD
TLGY,11.38,11.43,,,11.39,11.43,,,8550.0,16758.0,107831528.0,0.012,29.973686,,,,,,,,,,,11.3698,11.143035,,,1720.0,,,,,,,10.64,11.49,,,,,,,3717210.0,5922578.0,33.0,2000.0,,,,,,,,,,,,,,,,,134453648.0,,,1703980800.0,4699050.0,0.38,,0.012,134453648.0,2.0,,,,,,,USD
TLGYU,11.5,,,,11.5,11.5,,,,4.0,,0.012,,,,,,,,,,,,11.352,11.11325,,,,,,,,,,10.6,11.5,,,,,,,,5922578.0,733.0,733.0,48.87,,,,,,,,,,,,,,,,135504208.0,,,1703980800.0,4699050.0,,,0.012,135504208.0,2.0,,,,,,,USD
TLGYW,0.0593,0.0465,,,0.0715,0.0715,,,1.0,,,0.012,,,,,,,,,,,,,,,,,,,,,,,0.0715,0.0715,,,,,,,,5922578.0,,,,,,,,,,,,,,,,,,,,,,,4699050.0,,,0.012,,4.0,,,,,,,USD
TLIS,9.2,9.18,,,9.18,9.21,,,1208.0,7763.0,16763780.0,1.66,,-0.39451113,,,,,,,,,,8.86836,7.495285,,,6580.0,,,,,,,4.35,9.6,,,,,,,1822150.0,1012224.0,12659.0,12261.0,1.38,,,,,-23.32,,,,-34.711,0.644,,,,,,-34329192.0,16.950233,0.29575336,1711843200.0,-57211000.0,-31.43,-23.32,1.66,-34329192.0,2.0,,,,,,,USD
TLPH,1.02,1.01,0.9905,1.09,1.0,1.04,,,8879.0,69388.0,17502790.0,,,-1.03,,,,,,,,,,1.0586,0.8958,,,46210.0,,,,,,,0.43,1.61,,,,,,,16993000.0,12726362.0,121163.0,106268.0,1.53,,,,,-1.0,,,,8.038,-0.328,,,,,,5232508.0,26.886005,,1711843200.0,-14305000.0,,-1.0,,5232508.0,4.0,,,,,,,USD
TLRY,1.8,1.83,1.8,1.82,1.78,1.84,,,14001853.0,35270806.0,1486515584.0,2.379,,-18.0,,,,,,,,,,2.0376,2.0604,,,18744770.0,,,,,,,1.5,3.4,,,,,,,825841984.0,770731196.0,114730321.0,118726167.0,3.26,,,,,-0.1,-0.15,,,2.197,169.19,,,,,,1633194368.0,2.0000265,0.4148421,1709164800.0,-351947008.0,-0.44,-0.1,2.379,1633194368.0,4.0,,,,,,,USD
TLS,4.35,4.63,4.51,4.54,4.35,4.75,,,787072.0,433542.0,325063744.0,0.893,,-30.2,,,,,,,,,,3.7933,3.418475,,,498810.0,,,,,,,1.87,5.0,,,,,,,71758000.0,52460120.0,893808.0,693998.0,2.36,,,,,-0.15,,,,1.737,-8.484,,,,,,242751728.0,2.3256214,2.1050186,1711843200.0,-31054000.0,-0.44,-0.15,0.893,242751728.0,4.0,,,,,,,USD
TLSA,0.9499,0.94,0.9498,1.04,0.94,1.04,,,516603.0,212774.0,101503848.0,,,-19.998,,,,,,,,,,0.6334,0.61725,,,174140.0,,,,,,,0.41,1.27,,,,,,,101514000.0,63110317.0,169838.0,257778.0,0.44,,,,,-0.05,,1:2,1634774400.0,,-5.682,,,,,,102141432.0,,18.516666,1703980800.0,-17691000.0,-0.17,-0.05,,102141432.0,4.0,,,,,,,USD
TLSI,7.44,7.615,,,7.105,7.615,,,31824.0,48087.0,194460576.0,,,-5.151079,,,,,,,,,,9.4969,7.55035,,,62160.0,,,,,,,3.32,12.83,,,,,,,27159300.0,16762719.0,172110.0,276294.0,3.76,,,,,-1.39,,,,8.606,-3.439,,,,,,189200224.0,8.845551,,1711843200.0,-68070000.0,-2.54,-1.39,,189200224.0,2.0,,,,,,,USD
TLSIW,2.09,2.0,1.86,,1.95,2.0,,,12286.0,13239.0,,,,,,,,,,,,,,1.1034,0.72228,,,58040.0,,,,,,,0.035,2.23,,,,,,,,16762719.0,,,,,,,,,,,,,,,,,,,,,,,-68070000.0,,,,,4.0,,,,,,,USD
TLT,89.84,90.465,90.51,90.57,90.25,90.66,,,39232958.0,38822339.0,,,,-4522.5,,,,2.152,0.023953697,,,,,90.6908,92.0714,2.152,0.023953697,32888940.0,,,,,,,82.42,103.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.152,0.023953697,,,,,
TMC,1.48,1.48,1.44,1.47,1.44,1.55,,,1529859.0,1982466.0,471149728.0,1.734,,-21.0,,,,,,,,,,1.5683,1.285045,,,1246910.0,,,,,,,0.65,3.2,,,,,,,320510016.0,181956734.0,9170514.0,9860762.0,7.19,,,,,-0.07,,,,,-5.606,,,,,,467158720.0,,245.0,1711843200.0,-85227000.0,-0.29,-0.07,1.734,467158720.0,4.0,,,,,,,USD
TMCI,5.75,5.82,5.85,5.9,5.7,6.18,,,1844108.0,1041252.0,364607648.0,0.371,,-6.917647,,,,,,,,,,9.3692,11.5803,,,1226990.0,,,,,,,3.92,26.63,,,,,,,62008100.0,43340521.0,4549566.0,2758573.0,2.54,,,,,-0.85,,,,1.656,-6.422,,,,,,324599552.0,1.8599489,2.880941,1711843200.0,-54749000.0,-0.88,-0.85,0.371,324599552.0,2.0,,,,,,,USD
TMCWW,0.18,0.2,,,0.17,0.2,,,274983.0,58803.0,,1.734,,,,,,,,,,,,0.1829,0.144845,,,71740.0,,,,,,,0.06,0.554,,,,,,,,181956734.0,,,,,,,,,,,,,,,,,,,,,2.0786517,,-85227000.0,-0.63,,1.734,,4.0,,,,,,,USD
TMDX,136.42,139.0,136.17,136.69,132.32,141.05,,,671955.0,870011.0,4492647424.0,1.87,,135.0495,,,,,,,,,,106.1809,78.23745,,,709390.0,,,,,,,36.42,144.225,,,,,,,32937300.0,31912287.0,5303818.0,6325086.0,4.97,,,,,1.01,,,,15.69,177.899,,,,,,4658653184.0,15.130885,28.100534,1711843200.0,-10195000.0,-0.34,1.01,1.87,4658653184.0,2.0,,,,,,,USD
TMET,30.55,30.2,27.97,32.26,30.2,30.2,,,359.0,197.0,,,,,,,,,,,,,,28.747663,26.024666,,,240.0,,,,,,,24.01,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TMTC,10.94,10.87,,,10.87,10.87,,,20.0,28026.0,88481800.0,,30.194443,,,,,,,,,,,10.8295,10.598775,,,2200.0,,,,,,,10.22,10.941,,,,,,,8140000.0,6792993.0,1956.0,3451.0,0.12,,,,,,,,,,,,,,,,88679224.0,,,1703980800.0,1569865.0,0.36,,,88679224.0,2.0,,,,,,,USD
TMTCR,0.34,0.3253,,,0.3,0.34,,,85105.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
TMTCU,11.1,,,,11.1,11.1,,,50.0,900.0,,,,,,,,,,,,,,11.00356,10.88622,,,,,,,,,,9.75,11.1,,,,,,,,6792993.0,,476.0,,,,,,,,,,,,,,,,,90307224.0,,,1703980800.0,1569865.0,,,,90307224.0,2.0,,,,,,,USD
TMUS,170.05,169.92,174.9,182.44,169.76,175.28,,,8572023.0,4507277.0,205026885632.0,0.477,23.804083,15.804879,0.0149,1717113600.0,0.1769,1.95,0.011467216,,2.6,,0.0149,163.3138,154.3572,1.95,0.011467216,4746090.0,,,,,,,126.05,175.28,,,,,,,1171849984.0,570107097.0,23432783.0,23164460.0,5.13,,,,,11.07,0.74,1:2,1367366400.0,4.006,10.753,,,,,,314535608320.0,2.6111422,3.3181612,1711843200.0,8750999552.0,7.35,11.07,0.477,314535608320.0,2.0,1.95,0.011467216,,2.6,,0.0149,USD
TNDM,53.43,53.66,51.07,51.32,50.82,53.69,,,1391482.0,1811104.0,3308920064.0,1.104,,-46.153152,,,,,,,,,,39.2706,27.50575,,,1685360.0,,,,,,,13.82,53.69,,,,,,,64589500.0,64013379.0,9052715.0,9244776.0,5.55,,,,,-1.11,0.68,1:10,1507593600.0,4.31,-25.389,,,,,,3318660096.0,4.2972484,13.606905,1711843200.0,-141452992.0,-2.16,-1.11,1.104,3318660096.0,2.0,,,,,,,USD
TNGX,6.66,6.72,6.88,6.92,6.63,7.13,,,804829.0,623265.0,739374336.0,0.843,,-5.051095,,,,,,,,,,7.4981,8.957,,,665230.0,,,,,,,2.88,13.03,,,,,,,106846000.0,46376620.0,10615175.0,10628805.0,21.88,,,,,-1.37,,,,11.657,-3.509,,,,,,434012128.0,19.858572,2.792575,1711843200.0,-111650000.0,-1.11,-1.37,0.843,434012128.0,2.0,,,,,,,USD
TNON,0.702,0.7169,,,0.7013,0.7324,,,4471.0,244446.0,2615477.0,2.211,,-0.55658734,,,,,,,,,,0.83292,1.46123,,,20070.0,,,,,,,0.69,13.7,,,,,,,3729470.0,3351370.0,20807.0,103976.0,0.79,,,,,-1.26,,,,1.052,-0.198,,,,,,3080689.0,0.893264,2.345485,1703980800.0,-15581000.0,-82.85,-1.26,2.211,3080689.0,4.0,,,,,,,USD
TNONW,0.065,0.0633,,,0.0633,0.0633,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0633,0.0633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
TNXP,0.17,0.16,0.1609,0.1647,0.16,0.172,,,2080441.0,2659458.0,15564085.0,2.174,,-0.2715,,,,,,,,,,0.1916,0.44065,,,2872680.0,,,,,,,0.12,2.1,,,,,,,95543800.0,90298450.0,785578.0,1493083.0,0.39,,,,,-0.6,,1:10,1572566400.0,1.789,-0.181,,,,,,18333086.0,1.5184473,0.11104295,1711843200.0,-98592000.0,-3.82,-0.6,2.174,18333086.0,4.0,,,,,,,USD
TNYA,4.18,4.21,4.19,4.23,4.075,4.245,,,293867.0,410196.0,330558688.0,2.616,,-2.716129,,,,,,,,,,4.5052,3.66935,,,415540.0,,,,,,,1.66,8.091,,,,,,,78517504.0,55739597.0,3349411.0,3365904.0,14.61,,,,,-1.55,,,,,-1.793,,,,,,219675824.0,,2.08933,1711843200.0,-124575000.0,-1.65,-1.55,2.616,219675824.0,4.0,,,,,,,USD
TOI,0.4707,0.4951,0.5,0.5097,0.4706,0.52,,,109236.0,182576.0,36787212.0,0.829,,-3.0887501,,,,,,,,,,1.09232,1.548505,,,365350.0,,,,,,,0.33,2.655,,,,,,,74437904.0,36058475.0,217609.0,251951.0,1.4,,,,,-0.16,,,,0.265,-1.62,,,,,,90790224.0,0.10734116,0.8888489,1711843200.0,-59655000.0,-0.81,-0.16,0.829,90790224.0,4.0,,,,,,,USD
TOIIW,0.027,0.0247,,,0.016,0.0247,,,5499.0,,,0.829,,,,,,,,,,,,,,,,,,,,,,,0.016,0.0247,,,,,,,,36058475.0,,,,,,,,,,,,,,,,,,,,,,,-59655000.0,-602.087,,0.829,,4.0,,,,,,,USD
TOMZ,0.832,0.8,,,0.78,0.8504,,,21538.0,23730.0,16163712.0,-2.699,,8.099999,,,,,,,,,,0.6634,0.87475,,,53600.0,,,,,,,0.52,1.39,,,,,,,19955200.0,11282543.0,6382.0,4584.0,0.33,,,,,0.1,,1:8,1600128000.0,1.812,-4.468,,,,,,13326414.0,2.1977797,1.2217195,1703980800.0,-3402592.0,-0.18,0.1,-2.699,13326414.0,4.0,,,,,,,USD
TOP,2.48,2.45,1.78,3.16,2.45,2.52,,,49032.0,198712.0,92169344.0,,16.599998,,,,,,,,,,,2.60142,3.771105,,,127360.0,,,,,,,2.19,11.75,,,,,,,37015800.0,6628572.0,519989.0,535648.0,2.45,,,,,,,,,4.925,,,,,,,57559440.0,7.8862724,2.2351885,1696032000.0,5226693.0,0.15,,,57559440.0,4.0,,,,,,,USD
TORO,4.65,4.62,,,4.4075,4.695,,,29762.0,34420.0,82869224.0,,1.245179,,,,,,,,,,,4.6305,5.098475,,,17270.0,,,,,,,2.72,7.249,,,,,,,18333900.0,7479244.0,81059.0,90096.0,2.61,,,,,,,,,0.206,0.549,,,,,,11204971.0,1.5255679,0.39572755,1711843200.0,132222672.0,3.63,,,11204971.0,4.0,,,,,,,USD
TOUR,1.07,1.08,0.7704,1.38,1.06,1.09,,,94970.0,418061.0,132515224.0,1.713,,9.727273,,,,,,,,,,0.87382,0.886375,,,293690.0,,,,,,,0.59,1.83,,,,,,,118055000.0,84410730.0,152034.0,202965.0,0.72,,,,,0.11,-9762.0,,,-1.372,-24.127,,,,,,-605233216.0,0.30030417,0.12854397,1703980800.0,-99291000.0,-0.11,0.11,1.713,-605233216.0,4.0,,,,,,,CNY
TOWN,27.05,27.22,27.17,27.24,26.99,27.38,,,198393.0,259446.0,2039269120.0,0.907,13.595,11.008098,0.0368,1719532800.0,0.5,1.0,0.036968578,3.1,1.0,,0.0368,27.1306,26.3388,1.0,0.036968578,199740.0,,,,,,,21.63,31.08,,,,,,,75000704.0,67982007.0,646582.0,524601.0,2.46,,,,,2.47,,103:100,1337731200.0,3.317,,,,,,,2225442560.0,3.0393848,0.9814822,1711843200.0,150068992.0,2.0,2.47,0.907,2225442560.0,2.0,1.0,0.036968578,3.1,1.0,,0.0368,USD
TPCS,3.41,3.48,,,3.45,3.55,,,19975.0,30731.0,31750030.0,0.376,,2.2088606,,,,,,,,,,4.337,5.40935,,,30220.0,,,,,,,2.85,8.33,,,,,,,9097430.0,8064705.0,7325.0,34047.0,0.51,,,,,1.58,,,,1.409,-34.282,,,,,,42978292.0,1.0411124,2.3822525,1703980800.0,-2923882.0,-0.34,1.58,0.376,42978292.0,4.0,,,,,,,USD
TPG,41.74,41.87,41.8,41.95,41.14,41.95,,,1150213.0,703563.0,15291032576.0,1.591,,15.64179,0.037,1715904000.0,19.2857,1.55,0.03713464,,1.55,,0.037,43.7334,37.8993,1.55,0.03713464,863230.0,,,,,,,26.03,47.2,,,,,,,92555800.0,79714217.0,2658684.0,2547473.0,4.15,,,,,2.68,0.66,,,2.7,59.866,,,,,,6940631040.0,5.947881,5.861297,1711843200.0,58425000.0,-0.14,2.68,1.591,6940631040.0,2.0,1.55,0.03713464,,1.55,,0.037,USD
TPGXL,25.9625,26.07,26.2,,26.07,26.47,,,59629.0,138124.0,,,,,,,,,,,,,,26.08442,26.083565,,,45640.0,,,,,,,25.3,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TPIC,4.89,4.95,5.45,5.55,4.88,5.66,,,2658366.0,1064396.0,260127376.0,1.96,,-20.296295,,,,,,,,,,3.379,3.116275,,,1003580.0,,,,,,,1.63,12.24,,,,,,,47468500.0,40126550.0,6948845.0,7202749.0,5.72,,,,,-0.27,-0.03,,,0.587,-6.034,,,,,,792019392.0,0.1926614,,1711843200.0,-203764000.0,-0.71,-0.27,1.96,792019392.0,2.0,,,,,,,USD
TPST,3.28,3.3,3.31,3.35,3.28,3.38,,,147578.0,858423.0,73761432.0,,,-2.1842105,,,,,,,,,,3.5934,3.201585,,,258450.0,,,,,,,0.17,9.77,,,,,,,22217300.0,17793808.0,1676660.0,1127331.0,4.35,,,,,-1.52,,1:15,1624838400.0,,-2.116,,,,,,61806320.0,,3.573735,1711843200.0,-29759000.0,-1.72,-1.52,,61806320.0,4.0,,,,,,,USD
TQQQ,62.6,62.6,62.26,62.78,58.96,62.89,,,71458227.0,65106260.0,,,,,,,,,,,,,,59.1536,49.5489,,,44574700.0,,,,,,,30.47,66.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TRAW,0.582,0.6,0.5479,0.609,0.572,0.6,,,61262.0,119474.0,14522774.0,,,-0.6915663,,,,,,,,,,0.716,0.7269,,,52430.0,,,,,,,0.55,1.26,,,,,,,25301000.0,21867915.0,48788.0,135533.0,1.04,,,,,-0.83,,,,-8.262,0.096,,,,,,-1867220.0,64.26006,,1711843200.0,-18156000.0,,-0.83,,-1867220.0,4.0,,,,,,,USD
TRDA,15.63,15.89,15.33,15.58,15.03,16.0819,,,83381.0,75930.0,522251744.0,-0.386,22.42029,-4.226776,,,,,,,,,,13.7872,14.45005,,,82210.0,,,,,,,10.75,18.44,,,,,,,33759000.0,13218810.0,1661361.0,1749476.0,24.54,,,,,-3.66,,,,1.414,8.538,,,,,,230238256.0,3.206497,1.8146628,1711843200.0,23485000.0,0.69,-3.66,-0.386,230238256.0,2.0,,,,,,,USD
TREE,44.5,44.74,42.8,43.2,42.52,45.115,,,118979.0,218265.0,568521280.0,2.104,,12.424856,,1355356800.0,,,,,,,,42.2266,28.42925,,,138490.0,,,,,,,10.12,52.76,,,,,,,13224500.0,10866848.0,472265.0,744655.0,1.95,,,,,3.46,0.24,,,1.664,28.8,,,,,,1064282880.0,0.888645,4.3219066,1711843200.0,-134844992.0,-10.43,3.46,2.104,1064282880.0,2.0,,,,,,,USD
TRES,17.0,17.01,16.96,17.04,16.96,17.01,,,1948.0,5712.0,,,,,,,,,,,,,,17.40148,18.264494,,,2970.0,,,,,,,16.96,20.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TRIB,1.66,1.66,,,1.65,1.7899,,,42918.0,19814.0,15618091.0,1.242,0.3882353,-5.4999995,,1433462400.0,,,,1.19,,,,1.7966,2.44385,,,16450.0,,,,,,,1.49,5.5,,,,,,,9465510.0,95898909.0,7397.0,1860.0,0.34,,,,,-0.3,,1:4,1117670400.0,6.618,-26.295,,,,,,376097952.0,0.27481157,,1703980800.0,-36868000.0,4.25,-0.3,1.242,376097952.0,4.0,,,1.19,,,,USD
TRIN,14.83,14.86,14.86,14.92,14.855,14.96,,,246425.0,471319.0,737724416.0,0.666,9.377358,7.2028985,0.1368,1711497600.0,1.3082001,1.98,0.13351315,,2.04,,0.1368,14.7227,14.469025,1.98,0.13351315,284340.0,,,,,,,12.52,15.44,,,,,,,49478500.0,46336139.0,1155915.0,929294.0,2.7,,,,,2.07,,,,7.951,,,,,,,1460561792.0,4.0158978,1.1579683,1711843200.0,68915000.0,1.59,2.07,0.666,1460561792.0,2.0,1.98,0.13351315,,2.04,,0.1368,USD
TRINL,25.0325,25.07,,,25.06,25.1,,,16087.0,25080.0,,,,,,,,,,,,,,25.23772,25.24037,,,19940.0,,,,,,,24.785,28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TRINZ,25.19,25.22,,,25.2,25.3,,,21454.0,59865.0,,,,,,,,,,,,,,25.345,25.345,,,17960.0,,,,,,,25.072,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
TRIP,17.93,17.94,18.33,18.36,17.94,18.37,,,1685684.0,2629877.0,2555788032.0,1.551,114.68751,11.46875,,1574121600.0,,,,,,,,23.843,20.54985,,,2119230.0,,,,,,,14.15,28.76,,,,,,,126480000.0,109263631.0,6945602.0,6068734.0,1.89,,,,,1.6,0.53,,,1.27,12.244,,,,,,2301784832.0,1.4104791,3.094957,1711843200.0,24000000.0,0.16,1.6,1.551,2301784832.0,2.0,,,,,,,USD
TRMB,55.5,55.49,52.79,55.7,54.8,55.9,,,1641960.0,1349922.0,13597501440.0,1.508,58.0,18.255737,,,,,,,,,,59.344,53.6745,,,1194120.0,,,,,,,39.57,65.55,,,,,,,244208000.0,243806050.0,1859961.0,2008349.0,1.41,,,,,3.05,2.03,2:1,1363824000.0,4.316,20.477,,,,,,16560039936.0,3.544154,3.143099,1711843200.0,239700000.0,0.96,3.05,1.508,16560039936.0,2.0,,,,,,,USD
TRMD,38.4,36.75,37.02,37.07,36.67,37.255,,,2334538.0,774400.0,3482510848.0,-0.116,4.666247,6.034202,0.1571,1716249600.0,0.72800004,5.82,0.1515625,,5.82,,0.1571,35.3622,31.67005,5.82,0.1515625,1010210.0,,,,,,,22.31,38.51,,,,,,,93994896.0,41880006.0,1622456.0,2079212.0,2.1,,,,,6.14,,1:1500,1443052800.0,2.631,4.902,,,,,,4141710080.0,2.212111,1.6553481,1711843200.0,704364992.0,7.94,6.14,-0.116,4141710080.0,2.0,5.82,0.1515625,,5.82,,0.1571,USD
TRMK,28.88,29.14,29.1,29.19,29.06,29.36,,,182410.0,269284.0,1784032384.0,0.781,11.386719,9.814815,0.031600002,1717113600.0,0.35939997,0.92,0.031855956,3.27,0.92,,0.031600002,28.5882,25.4533,0.92,0.031855956,171800.0,,,,,,,18.96,31.23,,,,,,,61201800.0,59366382.0,1497950.0,1495618.0,5.05,,,,,2.97,1.5,2:1,891302400.0,3.163,,,,,,,2302442240.0,2.450769,1.0598843,1711843200.0,156724000.0,2.56,2.97,0.781,2302442240.0,2.0,0.92,0.031855956,3.27,0.92,,0.031600002,USD
TRML,13.52,13.61,13.72,13.79,13.5,14.0,,,251343.0,442998.0,353152320.0,,,-4.3301888,,,,,,,,,,17.6198,25.3046,,,313200.0,,,,,,,9.18,48.31,,,,,,,25646500.0,15924174.0,3108497.0,1481802.0,7.19,,,,,-3.18,,,,,-6.548,,,,,,297110368.0,,,1703980800.0,-42124000.0,,-3.18,,297110368.0,2.0,,,,,,,USD
TRNR,0.1867,0.186,,0.1559,0.1408,0.186,,,3630899.0,579798.0,3856192.0,,,,,,,,,,,,,0.20964,0.772105,,,1894940.0,,,,,,,0.1408,5.69,,,,,,,25537700.0,12783999.0,164972.0,146188.0,0.91,,,,,,,,,,,,,,,,,3.3015342,,1711843200.0,-46806000.0,-2.41,,,,4.0,,,,,,,USD
TRNS,127.73,128.84,127.12,128.01,125.88,129.04,,,23552.0,43171.0,1163648640.0,0.608,78.15951,52.0,,,,,,,,,,115.5548,104.69915,,,68520.0,,,,,,,81.26,147.0,,,,,,,9133820.0,8865015.0,208844.0,173288.0,5.36,,,,,2.45,2.48,2:1,869616000.0,4.432,32.846,,,,,,1150009088.0,4.484524,5.0011773,1711756800.0,13647000.0,1.63,2.45,0.608,1150009088.0,2.0,,,,,,,USD
TRON,11.65,12.0325,,,12.0,12.49,,,2400.0,1047.0,61235376.0,-0.005,,,,,,,,,,,,11.6401,11.418225,,,1210.0,,,,,,,10.75,13.2,,,,,,,4927560.0,111046.0,179.0,655.0,4.37,,,,,,,1:200,1596672000.0,,,,,,,,58829960.0,,,1703980800.0,-806149.0,-0.05,,-0.005,58829960.0,2.0,,,,,,,USD
TRONU,11.49,,,,11.49,11.49,,,,19.0,,-0.005,,,,,,,,,,,,10.9086,11.33795,,,,,,,,,,10.06,13.5,,,,,,,,111046.0,1.0,1.0,,,,,,,,,,,,,,,,,58322204.0,,,1703980800.0,-806149.0,,,-0.005,58322204.0,2.0,,,,,,,USD
TRONW,0.07,0.0642,,,0.063,0.0642,,,2632.0,,,-0.005,,,,,,,,,,,,,,,,,,,,,,,0.063,0.0642,,,,,,,,111046.0,,,,,,,,,,,,,,,,,,,,,0.2972222,,-806149.0,,,-0.005,,4.0,,,,,,,USD
